,Year,Population,YearlyChange,Migrants(net),MedianAge,FertilityRate,UrbanPopulation,Yearly%Change,UrbanPop%,Country,Continent,LossFunctCheck
1446,2030,10899.517724649631,41.01112943116186,0.0,0.0,0.0,11138.164056059351,0.003762655419002053,102.18951276045922,Nauru,Oceania,0.3338021433765297
1447,2035,11030.39983511954,32.41384995877934,0.0,0.0,0.0,11357.026380873853,0.00293859247563967,102.96114874017867,Nauru,Oceania,0.3338021433765297
1448,2040,11161.28194558945,23.816570486396813,0.0,0.0,0.0,11575.888705688369,0.0021338561826948826,103.71468763283734,Nauru,Oceania,0.3338021433765297
1449,2050,11423.046166529268,6.622011541631764,0.0,0.0,0.0,12013.613355317386,0.0005797062749369742,105.16996237412174,Nauru,Oceania,0.3338021433765297
1450,2020,28349407.453472137,415399.07581949234,36044.06934261322,23.68135579672162,1.9516252423886726,6167111.081236362,0.014652830980727102,21.753932922083123,Nepal,Asia,0.19719122837090708
1451,2021,28426529.137054443,435710.67659950256,65264.098965168,23.977647236341,1.856514289152983,6328840.342690945,0.015327607338158869,22.263851883490055,Nepal,Asia,0.19719122837090708
1452,2022,28488740.29139328,457608.6957731247,96380.40184736252,24.282268098930217,1.7629028092324006,6491336.083627939,0.016062791513156958,22.785619922931566,Nepal,Asia,0.19719122837090708
1453,2023,28536040.916496277,481093.1333408356,129392.97798967361,24.59521838449291,1.6707908026269251,6654598.304047108,0.01685914085799907,23.319977440178747,Nepal,Asia,0.19719122837090708
1454,2024,28568431.01236725,506163.98930072784,164301.82739019394,24.916498093018163,1.5801782693370114,6818627.0039486885,0.017717598459698745,23.86769858308603,Nepal,Asia,0.19719122837090708
1455,2025,30462387.77658701,333171.88211047,-37537.39818631485,24.19785655399835,1.3023577906018318,6886961.403957188,0.010937155831446065,22.608081331202854,Nepal,Asia,0.8117466676916946
1456,2030,31937491.233718038,318812.1380873872,-29995.732893651817,25.07069249793898,0.7172382522671228,7639601.946413875,0.009982378883623801,23.92048232751719,Nepal,Asia,0.8117466676916946
1457,2035,33412594.690849185,304452.3940643035,-22454.06760098925,25.943528441879607,0.1321187139324138,8392242.48887062,0.009111905162746455,25.11700323342153,Nepal,Asia,0.8117466676916946
1458,2040,34887698.14798021,290092.6500412207,-14912.402308326215,26.816364385820236,-0.45300082440229517,9144883.031327307,0.008315041273596186,26.21234279354925,Nepal,Asia,0.8117466676916946
1459,2050,37837905.06224239,261373.16199505422,170.9282769993879,28.56203627370155,-1.6232399010717131,10650164.11624074,0.006907707008754899,28.146812300314966,Nepal,Asia,0.8117466676916946
1460,2020,17133456.651916504,30369.01828813553,12469.690585657954,43.0255227919597,1.7001588831296885,15929490.487202644,0.0017724980373262,92.97301070546563,Netherlands,Europe,0.05392320735179577
1461,2021,17164555.939263344,25525.56083649397,11297.998138129711,43.254750132551635,1.6931119388082152,16063612.847167015,0.0014871087214149892,93.5859506299376,Netherlands,Europe,0.05392320735179577
1462,2022,17192969.82155037,20508.736601114273,10096.48401465267,43.48032490575224,1.6852285099319033,16193963.964186668,0.0011928559646168743,94.18945145758643,Netherlands,Europe,0.05392320735179577
1463,2023,17218698.29877186,15318.545582175255,8865.148215197027,43.70224711156334,1.676508596500753,16320543.838258743,0.0008896459718600137,94.78384228047496,Netherlands,Europe,0.05392320735179577
1464,2024,17241741.37093067,9954.987779796124,7603.9907398074865,43.92051674998129,1.6669521985145366,16443352.469388962,0.0005773771665882943,95.36944161053371,Netherlands,Europe,0.05392320735179577
1465,2025,17600054.940643042,26236.122835944407,10066.043693322223,44.59480626545758,1.7618301731244852,17036997.517724633,0.0014906841441363042,96.80082008370232,Netherlands,Europe,0.07019934190791645
1466,2030,17951770.803792268,14686.544929926284,6386.616652926663,46.00783182192913,1.787716405605936,17983169.655812025,0.0008181112097767974,100.17490671178312,Netherlands,Europe,0.07019934190791645
1467,2035,18303486.666941494,3136.9670239081606,2707.1896125308704,47.42085737840068,1.8136026380873869,18929341.793899417,0.0001713863091218536,103.41932189394439,Netherlands,Europe,0.07019934190791645
1468,2040,18655202.53009069,-8412.610882109962,-972.2374278649222,48.833882934872236,1.8394888705688377,19875513.93198681,-0.0004509525355482198,106.5413999120501,Netherlands,Europe,0.07019934190791645
